﻿https://www.legacy.com/api/_frontend/search?endDate=2024-08-06&firstName=&keyword=&lastName=&limit=100&noticeType=all&offset=0&session_id=&startDate=2024-08-06,,2024-08-06 19:03:24.114374
Error occurred : list index out of rangein line 300,Helen,2024-08-08 11:19:29.511921
Error occurred : 'NoneType' object has no attribute 'text'in line 278,Isabella Liberto,2024-08-08 11:23:27.138665
Error occurred : 'NoneType' object has no attribute 'text'in line 278,Isabella Liberto,2024-08-08 11:23:58.069174
Error occurred : 'NoneType' object is not subscriptablein line 316,CHRISTY,2024-08-10 12:16:28.319691
Error occurred : 'NoneType' object is not subscriptablein line 316,James,2024-08-10 12:16:29.620911
Error occurred : 'NoneType' object is not subscriptablein line 316,Debra,2024-08-10 12:16:31.633380
Error occurred : 'NoneType' object is not subscriptablein line 316,Martin,2024-08-10 12:16:33.364356
Error occurred : 'NoneType' object is not subscriptablein line 317,CHRISTY,2024-08-10 12:18:59.907573
Error occurred : 'NoneType' object is not subscriptablein line 317,James,2024-08-10 12:19:01.056620
Error occurred : 'NoneType' object is not subscriptablein line 317,Debra,2024-08-10 12:19:02.197821
Error occurred : 'NoneType' object is not subscriptablein line 317,Martin,2024-08-10 12:19:03.347764
Error occurred : 'NoneType' object is not subscriptablein line 317,Edward,2024-08-10 12:19:04.542377
Error occurred : 'NoneType' object is not subscriptablein line 317,Vernon,2024-08-10 12:19:05.709775
Error occurred : 'NoneType' object is not subscriptablein line 317,Jeanette,2024-08-10 12:19:07.558110
Error occurred : 'NoneType' object is not subscriptablein line 317,James,2024-08-10 12:19:08.716498
Error occurred : 'NoneType' object is not subscriptablein line 317,Webster,2024-08-10 12:19:09.860438
Error occurred : 'NoneType' object is not subscriptablein line 317,Phylicia,2024-08-10 12:19:11.041279
Error occurred : name 'final_funeral_home' is not definedin line 339,Jon,2024-08-10 12:21:23.241698
Error occurred : name 'final_funeral_home' is not definedin line 339,Henry,2024-08-10 12:21:24.510252
Error occurred : name 'final_funeral_home' is not definedin line 339,John,2024-08-10 12:21:25.682487
Error occurred : name 'final_funeral_home' is not definedin line 339,Hubert,2024-08-10 12:21:26.847719
Error occurred : name 'final_funeral_home' is not definedin line 339,Roberta,2024-08-10 12:21:28.028383
Error occurred : name 'final_funeral_home' is not definedin line 339,Charles,2024-08-10 12:21:29.190607
Error occurred : list index out of rangein line 307,PEDRO,2024-08-13 12:14:33.073104
Error occurred : list index out of rangein line 307,JAMES,2024-08-13 12:14:34.242317
Error occurred : list index out of rangein line 307,BILLY,2024-08-13 12:14:47.755269
Error occurred : list index out of rangein line 310,Janet,2024-08-25 13:28:58.922497
Error occurred : list index out of rangein line 310,Myrtice,2024-08-25 14:40:58.402091
Error occurred : list index out of rangein line 310,Herbert,2024-08-25 14:49:43.356856
Error occurred : list index out of rangein line 310,Pamela,2024-08-25 15:22:55.429706
Error occurred : list index out of rangein line 310,James,2024-08-25 18:16:57.933545
Error occurred : list index out of rangein line 310,Emma,2024-08-25 20:32:20.817629
